attack_timestamp,attack_hash,malicious_contract,usd_loss
1735701131.0,0xa7f11f09346d12e1cd477f5535c6d982f9ee5bacb3afcc01d399c02c8d0add32,0x73f7790344815a0e100eb12dbfd55f0d9df6d171,40.62561024360861
1735701131.0,0xa7f11f09346d12e1cd477f5535c6d982f9ee5bacb3afcc01d399c02c8d0add32,0x73f7790344815a0e100eb12dbfd55f0d9df6d171,40.62561024360861
1735710539.0,0x9c0a741d800a275a612b1e6824636105500dc0e7317ccf3597adce6c6ddae10e,0x73b8248a4e747a5054bf4e809de6bbd89eb02fc2,395.19798785001797
1735720463.0,0x218c639276e8c84bd5b709f02aa32b48b9a06470a3a23575af853270e138d05b,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,211.9204750537154
1735721795.0,0x583f3abcf1fc87e049d35bb7f5e5ba424a1224341fa7040ca0733b779b50ad9e,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,4530.500340467196
1735722527.0,0x9c6e948c00a470bd56278314ef77adc94af9d01178f17cff66586c6aed4df5db,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,6578.18058390226
1735723511.0,0xa824ec0c08b732f53d20206905c1f4269e7a85114063b24d4564bcf7fc07c88d,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,5853.859466273434
1735723667.0,0x750b0b46b4a5595ce9381f55752acfd1d31cc47125fcc28fa7cc0b9a504d74cc,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,10050.903136075107
1735724843.0,0x6c318e1f433eeb6b7e274a1e933b5fe291055ef7ad038724f90311918f55f7a6,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,2669.8898112364736
1735726703.0,0xff522313aa62c7d0ed9654234f3701d9fa1d9dad8b5458a6fda82ad543065bfa,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,227.80341200723936
1735731467.0,0x8d6d5f2c57d1049219b690af7e783d3768486b89227822eba1616c64a8411180,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,218.43980858692385
1735733087.0,0x127fe7d5ed93a545bc5598cf235e8267aad046399930b74dd3366e3d39a4449f,0x3a5cbf065c3677767e2636c149c32e2fac225eb7,416.9669371553346
1735733915.0,0x1c31ec95c9ffd7cd67c26ddd70f67409df3dc32b44ed928cb5a74056562282cd,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,2358.9795153689665
1735741295.0,0x306f3c1e926fe80734c2de4c8947654ed9637bca0d86387892fea4c49c014d60,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,9780.962652104605
1735746551.0,0x7b3e244dbb292359569cf6882beadcaed4c8be01e3e63b8f8044bfe94aba9669,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,551.1361578144468
1735748951.0,0x7b77c8bc8bfa88e31396ef0544336c441950dcc98bf0dc9a4b82a592aa2da4d8,0xc6f00fe98bd441b8b482781dc4721443ec645c0e,565.935362
1735749083.0,0xccb7486b40738c4cd667c9dc23a61760a778f25a44c242d5d639f970402db33e,0x000064aa4a646267e614dd368f84eeacee960000,74.25912940111776
1735749083.0,0xccb7486b40738c4cd667c9dc23a61760a778f25a44c242d5d639f970402db33e,0x000064aa4a646267e614dd368f84eeacee960000,74.25912940111776
1735751279.0,0xeaba6bf249b1df5f6c276363b3d593de8dd21f87329c4fb769c772bae9ecbc65,0x55517efff907102919a45b2b2cef7918b3d64250,0.0
1735751279.0,0xeaba6bf249b1df5f6c276363b3d593de8dd21f87329c4fb769c772bae9ecbc65,0x55517efff907102919a45b2b2cef7918b3d64250,0.0
1735766327.0,0xbc9c3246988b47316656d24efbd9e0ea28245843f105aeed615c9ab320161707,0x3a5cbf065c3677767e2636c149c32e2fac225eb7,7308.147116374427
1735769471.0,0xc19e84a553f157b839bee5b9cb8734ee841cc40f6c0e02f2468219f35c384bf5,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,9363.519707330419
1735770911.0,0xfc2153184e461d149d911e28316320226d229f3df54b6d28845b9f33cacde745,0x3a5cbf065c3677767e2636c149c32e2fac225eb7,2610.460358324089
1735772843.0,0x632e9d1360fb7990fb78f179df3bba81a51a3ef68431074db01e1df0818cb0e9,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,10154.638397332154
1735772867.0,0x098b54493be604d2e4af589c121714cd876c21f827170d23c9405de70fdf5214,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,5161.5672543626
1735772951.0,0xf0d9a42cc5c59ec5ad935c115e34fd7b2f9f7e9bb2f7d5bd1873e0120c7e0132,0x8e354f07ac2073a38cdc817cb8cebc8cd219ccbd,10154.117802418094
